OrderID;ProductID;ProductName;CategoryName;CategoryID;Qty;Month
10873;28;Rössle Sauerkraut;Produce;7;3;2
10874;10;Ikura;Seafood;8;10;2
10875;19;Teatime Chocolate Biscuits;Confections;3;25;2
10875;47;Zaanse koeken;Confections;3;21;2
10875;49;Maxilaku;Confections;3;15;2
10876;46;Spegesild;Seafood;8;21;2
10876;64;Wimmers gute Semmelknödel;Grains/Cereals;5;20;2
10877;16;Pavlova;Confections;3;30;2
10877;18;Carnarvon Tigers;Seafood;8;25;2
10878;20;Sir Rodney's Marmalade;Confections;3;20;2
10879;40;Boston Crab Meat;Seafood;8;12;2
10879;65;Louisiana Fiery Hot Pepper Sauce;Condiments;2;10;2
10879;76;Lakkalikööri;Beverages;1;10;2
10880;23;Tunnbröd;Grains/Cereals;5;30;2
10880;61;Sirop d'érable;Condiments;2;30;2
10880;70;Outback Lager;Beverages;1;50;2
10881;73;Röd Kaviar;Seafood;8;10;2
10882;42;Singaporean Hokkien Fried Mee;Grains/Cereals;5;25;2
10882;49;Maxilaku;Confections;3;20;2
10882;54;Tourtière;Meat/Poultry;6;32;2
10883;24;Guaraná Fantástica;Beverages;1;8;2
10884;21;Sir Rodney's Scones;Confections;3;40;2
10884;56;Gnocchi di nonna Alice;Grains/Cereals;5;21;2
10884;65;Louisiana Fiery Hot Pepper Sauce;Condiments;2;12;2
10885;2;Chang;Beverages;1;20;2
10885;24;Guaraná Fantástica;Beverages;1;12;2
10885;70;Outback Lager;Beverages;1;30;2
10885;77;Original Frankfurter grüne Soße;Condiments;2;25;2
10886;10;Ikura;Seafood;8;70;2
10886;31;Gorgonzola Telino;Dairy Products;4;35;2
10886;77;Original Frankfurter grüne Soße;Condiments;2;40;2
10887;25;NuNuCa Nuß-Nougat-Creme;Confections;3;5;2
10888;2;Chang;Beverages;1;20;2
10888;68;Scottish Longbreads;Confections;3;18;2
10889;11;Queso Cabrales;Dairy Products;4;40;2
10889;38;Côte de Blaye;Beverages;1;40;2
10890;17;Alice Mutton;Meat/Poultry;6;15;2
10890;34;Sasquatch Ale;Beverages;1;10;2
10890;41;Jack's New England Clam Chowder;Seafood;8;14;2
10891;30;Nord-Ost Matjeshering;Seafood;8;15;2
10892;59;Raclette Courdavault;Dairy Products;4;40;2
10893;8;Northwoods Cranberry Sauce;Condiments;2;30;2
10893;24;Guaraná Fantástica;Beverages;1;10;2
10893;29;Thüringer Rostbratwurst;Meat/Poultry;6;24;2
10893;30;Nord-Ost Matjeshering;Seafood;8;35;2
10893;36;Inlagd Sill;Seafood;8;20;2
10894;13;Konbu;Seafood;8;28;2
10894;69;Gudbrandsdalsost;Dairy Products;4;50;2
10894;75;Rhönbräu Klosterbier;Beverages;1;120;2
10895;24;Guaraná Fantástica;Beverages;1;110;2
10895;39;Chartreuse verte;Beverages;1;45;2
10895;40;Boston Crab Meat;Seafood;8;91;2
10895;60;Camembert Pierrot;Dairy Products;4;100;2
10896;45;Rogede sild;Seafood;8;15;2
10896;56;Gnocchi di nonna Alice;Grains/Cereals;5;16;2
10897;29;Thüringer Rostbratwurst;Meat/Poultry;6;80;2
10897;30;Nord-Ost Matjeshering;Seafood;8;36;2
10898;13;Konbu;Seafood;8;5;2
10899;39;Chartreuse verte;Beverages;1;8;2
10900;70;Outback Lager;Beverages;1;3;2
10901;41;Jack's New England Clam Chowder;Seafood;8;30;2
10901;71;Flotemysost;Dairy Products;4;30;2
10902;55;Pâté chinois;Meat/Poultry;6;30;2
10902;62;Tarte au sucre;Confections;3;6;2
10903;13;Konbu;Seafood;8;40;2
10903;65;Louisiana Fiery Hot Pepper Sauce;Condiments;2;21;2
10903;68;Scottish Longbreads;Confections;3;20;2
10904;58;Escargots de Bourgogne;Seafood;8;15;2
10904;62;Tarte au sucre;Confections;3;35;2
10905;1;Chai;Beverages;1;20;2
10906;61;Sirop d'érable;Condiments;2;15;2
10907;75;Rhönbräu Klosterbier;Beverages;1;14;2
10908;7;Uncle Bob's Organic Dried Pears;Produce;7;20;2
10908;52;Filo Mix;Grains/Cereals;5;14;2
10909;7;Uncle Bob's Organic Dried Pears;Produce;7;12;2
10909;16;Pavlova;Confections;3;15;2
10909;41;Jack's New England Clam Chowder;Seafood;8;5;2
10910;19;Teatime Chocolate Biscuits;Confections;3;12;2
10910;49;Maxilaku;Confections;3;10;2
10910;61;Sirop d'érable;Condiments;2;5;2
10911;1;Chai;Beverages;1;10;2
10911;17;Alice Mutton;Meat/Poultry;6;12;2
10911;67;Laughing Lumberjack Lager;Beverages;1;15;2
10912;11;Queso Cabrales;Dairy Products;4;40;2
10912;29;Thüringer Rostbratwurst;Meat/Poultry;6;60;2
10913;4;Chef Anton's Cajun Seasoning;Condiments;2;30;2
10913;33;Geitost;Dairy Products;4;40;2
10913;58;Escargots de Bourgogne;Seafood;8;15;2
10914;71;Flotemysost;Dairy Products;4;25;2
10915;17;Alice Mutton;Meat/Poultry;6;10;2
10915;33;Geitost;Dairy Products;4;30;2
10915;54;Tourtière;Meat/Poultry;6;10;2
10916;16;Pavlova;Confections;3;6;2
10916;32;Mascarpone Fabioli;Dairy Products;4;6;2
10916;57;Ravioli Angelo;Grains/Cereals;5;20;2
10917;30;Nord-Ost Matjeshering;Seafood;8;1;3
10917;60;Camembert Pierrot;Dairy Products;4;10;3
10918;1;Chai;Beverages;1;60;3
10918;60;Camembert Pierrot;Dairy Products;4;25;3
10919;16;Pavlova;Confections;3;24;3
10919;25;NuNuCa Nuß-Nougat-Creme;Confections;3;24;3
10919;40;Boston Crab Meat;Seafood;8;20;3
10920;50;Valkoinen suklaa;Confections;3;24;3
10921;35;Steeleye Stout;Beverages;1;10;3
10921;63;Vegie-spread;Condiments;2;40;3
10922;17;Alice Mutton;Meat/Poultry;6;15;3
10922;24;Guaraná Fantástica;Beverages;1;35;3
10923;42;Singaporean Hokkien Fried Mee;Grains/Cereals;5;10;3
10923;43;Ipoh Coffee;Beverages;1;10;3
10923;67;Laughing Lumberjack Lager;Beverages;1;24;3
10924;10;Ikura;Seafood;8;20;3
10924;28;Rössle Sauerkraut;Produce;7;30;3
10924;75;Rhönbräu Klosterbier;Beverages;1;6;3
10925;36;Inlagd Sill;Seafood;8;25;3
10925;52;Filo Mix;Grains/Cereals;5;12;3
10926;11;Queso Cabrales;Dairy Products;4;2;3
10926;13;Konbu;Seafood;8;10;3
10926;19;Teatime Chocolate Biscuits;Confections;3;7;3
10926;72;Mozzarella di Giovanni;Dairy Products;4;10;3
10927;20;Sir Rodney's Marmalade;Confections;3;5;3
10927;52;Filo Mix;Grains/Cereals;5;5;3
10927;76;Lakkalikööri;Beverages;1;20;3
10928;47;Zaanse koeken;Confections;3;5;3
10928;76;Lakkalikööri;Beverages;1;5;3
10929;21;Sir Rodney's Scones;Confections;3;60;3
10929;75;Rhönbräu Klosterbier;Beverages;1;49;3
10929;77;Original Frankfurter grüne Soße;Condiments;2;15;3
10930;21;Sir Rodney's Scones;Confections;3;36;3
10930;27;Schoggi Schokolade;Confections;3;25;3
10930;55;Pâté chinois;Meat/Poultry;6;25;3
10930;58;Escargots de Bourgogne;Seafood;8;30;3
10931;13;Konbu;Seafood;8;42;3
10931;57;Ravioli Angelo;Grains/Cereals;5;30;3
10932;16;Pavlova;Confections;3;30;3
10932;62;Tarte au sucre;Confections;3;14;3
10932;72;Mozzarella di Giovanni;Dairy Products;4;16;3
10932;75;Rhönbräu Klosterbier;Beverages;1;20;3
10933;53;Perth Pasties;Meat/Poultry;6;2;3
10933;61;Sirop d'érable;Condiments;2;30;3
10934;6;Grandma's Boysenberry Spread;Condiments;2;20;3
10935;1;Chai;Beverages;1;21;3
10935;18;Carnarvon Tigers;Seafood;8;4;3
10935;23;Tunnbröd;Grains/Cereals;5;8;3
10936;36;Inlagd Sill;Seafood;8;30;3
10937;28;Rössle Sauerkraut;Produce;7;8;3
10937;34;Sasquatch Ale;Beverages;1;20;3
10938;13;Konbu;Seafood;8;20;3
10938;43;Ipoh Coffee;Beverages;1;24;3
10938;60;Camembert Pierrot;Dairy Products;4;49;3
10938;71;Flotemysost;Dairy Products;4;35;3
10939;2;Chang;Beverages;1;10;3
10939;67;Laughing Lumberjack Lager;Beverages;1;40;3
10940;7;Uncle Bob's Organic Dried Pears;Produce;7;8;3
10940;13;Konbu;Seafood;8;20;3
10941;31;Gorgonzola Telino;Dairy Products;4;44;3
10941;62;Tarte au sucre;Confections;3;30;3
10941;68;Scottish Longbreads;Confections;3;80;3
10941;72;Mozzarella di Giovanni;Dairy Products;4;50;3
10942;49;Maxilaku;Confections;3;28;3
10943;13;Konbu;Seafood;8;15;3
10943;22;Gustaf's Knäckebröd;Grains/Cereals;5;21;3
10943;46;Spegesild;Seafood;8;15;3
10944;11;Queso Cabrales;Dairy Products;4;5;3
10944;44;Gula Malacca;Condiments;2;18;3
10944;56;Gnocchi di nonna Alice;Grains/Cereals;5;18;3
10945;13;Konbu;Seafood;8;20;3
10945;31;Gorgonzola Telino;Dairy Products;4;10;3
10946;10;Ikura;Seafood;8;25;3
10946;24;Guaraná Fantástica;Beverages;1;25;3
10946;77;Original Frankfurter grüne Soße;Condiments;2;40;3
10947;59;Raclette Courdavault;Dairy Products;4;4;3
10948;50;Valkoinen suklaa;Confections;3;9;3
10948;51;Manjimup Dried Apples;Produce;7;40;3
10948;55;Pâté chinois;Meat/Poultry;6;4;3
10949;6;Grandma's Boysenberry Spread;Condiments;2;12;3
10949;10;Ikura;Seafood;8;30;3
10949;17;Alice Mutton;Meat/Poultry;6;6;3
10949;62;Tarte au sucre;Confections;3;60;3
10950;4;Chef Anton's Cajun Seasoning;Condiments;2;5;3
10951;33;Geitost;Dairy Products;4;15;3
10951;41;Jack's New England Clam Chowder;Seafood;8;6;3
10951;75;Rhönbräu Klosterbier;Beverages;1;50;3
10952;6;Grandma's Boysenberry Spread;Condiments;2;16;3
10952;28;Rössle Sauerkraut;Produce;7;2;3
10953;20;Sir Rodney's Marmalade;Confections;3;50;3
10953;31;Gorgonzola Telino;Dairy Products;4;50;3
10954;16;Pavlova;Confections;3;28;3
10954;31;Gorgonzola Telino;Dairy Products;4;25;3
10954;45;Rogede sild;Seafood;8;30;3
10954;60;Camembert Pierrot;Dairy Products;4;24;3
10955;75;Rhönbräu Klosterbier;Beverages;1;12;3
10956;21;Sir Rodney's Scones;Confections;3;12;3
10956;47;Zaanse koeken;Confections;3;14;3
10956;51;Manjimup Dried Apples;Produce;7;8;3
10957;30;Nord-Ost Matjeshering;Seafood;8;30;3
10957;35;Steeleye Stout;Beverages;1;40;3
10957;64;Wimmers gute Semmelknödel;Grains/Cereals;5;8;3
10958;5;Chef Anton's Gumbo Mix;Condiments;2;20;3
10958;7;Uncle Bob's Organic Dried Pears;Produce;7;6;3
10958;72;Mozzarella di Giovanni;Dairy Products;4;5;3
10959;75;Rhönbräu Klosterbier;Beverages;1;20;3
10960;24;Guaraná Fantástica;Beverages;1;10;3
10960;41;Jack's New England Clam Chowder;Seafood;8;24;3
10961;52;Filo Mix;Grains/Cereals;5;6;3
10961;76;Lakkalikööri;Beverages;1;60;3
10962;7;Uncle Bob's Organic Dried Pears;Produce;7;45;3
10962;13;Konbu;Seafood;8;77;3
10962;53;Perth Pasties;Meat/Poultry;6;20;3
10962;69;Gudbrandsdalsost;Dairy Products;4;9;3
10962;76;Lakkalikööri;Beverages;1;44;3
10963;60;Camembert Pierrot;Dairy Products;4;2;3
10964;18;Carnarvon Tigers;Seafood;8;6;3
10964;38;Côte de Blaye;Beverages;1;5;3
10964;69;Gudbrandsdalsost;Dairy Products;4;10;3
10965;51;Manjimup Dried Apples;Produce;7;16;3
10966;37;Gravad lax;Seafood;8;8;3
10966;56;Gnocchi di nonna Alice;Grains/Cereals;5;12;3
10966;62;Tarte au sucre;Confections;3;12;3
10967;19;Teatime Chocolate Biscuits;Confections;3;12;3
10967;49;Maxilaku;Confections;3;40;3
10968;12;Queso Manchego La Pastora;Dairy Products;4;30;3
10968;24;Guaraná Fantástica;Beverages;1;30;3
10968;64;Wimmers gute Semmelknödel;Grains/Cereals;5;4;3
10969;46;Spegesild;Seafood;8;9;3
10970;52;Filo Mix;Grains/Cereals;5;40;3
10971;29;Thüringer Rostbratwurst;Meat/Poultry;6;14;3
10972;17;Alice Mutton;Meat/Poultry;6;6;3
10972;33;Geitost;Dairy Products;4;7;3
10973;26;Gumbär Gummibärchen;Confections;3;5;3
10973;41;Jack's New England Clam Chowder;Seafood;8;6;3
10973;75;Rhönbräu Klosterbier;Beverages;1;10;3
10974;63;Vegie-spread;Condiments;2;10;3
10975;8;Northwoods Cranberry Sauce;Condiments;2;16;3
10975;75;Rhönbräu Klosterbier;Beverages;1;10;3
10976;28;Rössle Sauerkraut;Produce;7;20;3
10977;39;Chartreuse verte;Beverages;1;30;3
10977;47;Zaanse koeken;Confections;3;30;3
10977;51;Manjimup Dried Apples;Produce;7;10;3
10977;63;Vegie-spread;Condiments;2;20;3
10978;8;Northwoods Cranberry Sauce;Condiments;2;20;3
10978;21;Sir Rodney's Scones;Confections;3;40;3
10978;40;Boston Crab Meat;Seafood;8;10;3
10978;44;Gula Malacca;Condiments;2;6;3
10979;7;Uncle Bob's Organic Dried Pears;Produce;7;18;3
10979;12;Queso Manchego La Pastora;Dairy Products;4;20;3
10979;24;Guaraná Fantástica;Beverages;1;80;3
10979;27;Schoggi Schokolade;Confections;3;30;3
10979;31;Gorgonzola Telino;Dairy Products;4;24;3
10979;63;Vegie-spread;Condiments;2;35;3
10980;75;Rhönbräu Klosterbier;Beverages;1;40;3
10981;38;Côte de Blaye;Beverages;1;60;3
10982;7;Uncle Bob's Organic Dried Pears;Produce;7;20;3
10982;43;Ipoh Coffee;Beverages;1;9;3
10983;13;Konbu;Seafood;8;84;3
10983;57;Ravioli Angelo;Grains/Cereals;5;15;3
10984;16;Pavlova;Confections;3;55;3
10984;24;Guaraná Fantástica;Beverages;1;20;3
10984;36;Inlagd Sill;Seafood;8;40;3
10985;16;Pavlova;Confections;3;36;3
10985;18;Carnarvon Tigers;Seafood;8;8;3
10985;32;Mascarpone Fabioli;Dairy Products;4;35;3
10986;11;Queso Cabrales;Dairy Products;4;30;3
10986;20;Sir Rodney's Marmalade;Confections;3;15;3
10986;76;Lakkalikööri;Beverages;1;10;3
10986;77;Original Frankfurter grüne Soße;Condiments;2;15;3
10987;7;Uncle Bob's Organic Dried Pears;Produce;7;60;3
10987;43;Ipoh Coffee;Beverages;1;6;3
10987;72;Mozzarella di Giovanni;Dairy Products;4;20;3
10988;7;Uncle Bob's Organic Dried Pears;Produce;7;60;3
10988;62;Tarte au sucre;Confections;3;40;3
10989;6;Grandma's Boysenberry Spread;Condiments;2;40;3
10989;11;Queso Cabrales;Dairy Products;4;15;3
10989;41;Jack's New England Clam Chowder;Seafood;8;4;3

